,exp,edu,hab,v_tit,v_desc,sim
1,the same,the same,the same,Técnico de Informática," Realizar montagem, manutenção de computadores e configuração de redes., Experiência nas atividades descritas, experiência em pacote office. Desejável experiência em configuração de redes. ",0.3628
2,the same,the same,the same,Analista de Suporte Técnico Sênior," Atuar com administração de servidores, administração de redes, administração de firewall, Sonicwall, implantação de projetos e suporte aos usuários., Experiência nas atividades descritas. Ensino Superior completo.",0.3621
3,the same,the same,the same,Técnico em Tecnologia da Informação," Atuar na manutenção de redes, telefonia, infraestrutura e redes WiFi., Necessário ter experiência na função.",0.3276
4,the same,the same,the same,Técnico em Informática," Montagem e manutenção, redes e troca de peças., Curso de Manutenção de Redes. Ser proativo e dinâmico.",0.3228
5,the same,the same,the same,Técnico de Redes / Informática," Responsável por montar, configurar e fazer a manutenção de microcomputadores, bem como a instalação e configuração de sistemas operacionais e dispositivos de redes. Executar diagnósticos, corrigir falhas em redes de computadores, preparar, instalar e manter cabeamentos de redes. Configurar acessos de usuários em redes de computadores e configurar serviços de rede. Fazer infraestrutura e cabeamento de rede., Experiência na área.",0.322
6,the same,the same,the same,Técnico em Informática," Fazer a manutenção de computadores, redes e impressoras., Experiência em informática, redes em geral.",0.317
7,the same,the same,the same,Consultor de Tecnologia da Informação," Atuar com consultoria e projetos de infraestrutura de redes seguindo os padrões Itil e Cobit., Experiência nas atividades descritas. Conhecimento: Administração de redes de computadores, planejamento e gestão de projetos votados a infraestrutura de TI. De, Ensino Superior cursando em TI.",0.3143
8,the same,the same,the same,Técnico / Engenheiro em Redes e Infraestrutura de TI," Atuar com redes e infraestrutura, roteamento de redes VLAN, Gateways, Firewall e servidores, com suporte a ferramentas Microsoft., Experiência e conhecimento nas atividades descritas. Inglês ou alemão fluente. Ensino Técnico ou Superior em Engenharia de Redes.",0.3112
9,the same,the same,the same,Técnico de Redes Júnior," Realização de instalações, reparos e manutenções nas redes Wireless, cabeada e de Fibra Óptica., Ensino Técnico na área., Conhecimento em redes, cabeamento e redes wireless. Desejável conhecimento em Fibra Óptica. Desejável NR10 e NR35. Conhecimento em Informática e Manutenção de computadores. Facilidade para trabalho em equipe.",0.2947
0,"Analista de suporte técnico,Estágiario em Programação","Licenciatura,Analise e Desenvolvimento de Sistemas","Microsoft Office,Java,NetBeans,Linux,Microsoft Windows,Gimp,MySQL,LibreOffice,Atendimento ao Cliente,Desenvolvimento de software,Tecnologia da informação,Redes,Autodidata,Pesquisa",Analista De Suporte," Suporte técnico a clientes., Superior em redes de computadores ou afins., Conhecimento em Windows Server. Banco de dados: SQL Server Aplicações de Escritório: LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice Sistemas Operacionais: Windows.",0.3473
1,the same,the same,the same,Desenvolvedor .NET," Atuar como desenvolvedor pleno em projetos de tecnologia com o que há de mais recente em plataforma web e mobile., Curso Técnico., Cursos de ASP, VB.Net, Ruby, R, Python, PHP, jQuery, JavaScript, Java, HTML, MATLAB, Dot Net, Cuda extensions, CSS, COBOL, C++, C+, C#, C, ASP.Net, Erlang. Aplicações de Escritório: StarOffice, Open Office, Microsoft Word, Microsoft PowerPoint, LibreOffice, Microsoft Excel, Microsoft Access, Lotus Notes, Microsoft Outlook. Sistemas Operacionais: JavaOS, Windows.",0.2821
2,the same,the same,the same,Analista de Suporte TI," Dará suporte a clientes por telefone (remotamente) e/ou presencial para problemas pontuais em estações e servidores Windows e Linux mediante chamado aberto. Implantará projetos de TI em Redes Windows e Linux, segurança da Informação com Firewall Appliance e/ou virtual Sonicwall, PFSense,Endian. Dará suporte a infra de rede interna da Empresa., Ensino Médio Técnico., Conhecimento em LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice. Sistemas Operacionais: Linux, Windows.",0.2734
3,the same,the same,the same,Analista de Suporte Técnico," Atuar com suporte por telefone, in-loco, remoto e help desk. Montagem, manutenção, configuração de computadores, redes, servidores, impressoras e suporte técnico a empresas. Prestar o auxílio ao setor, entre outras atividades da função., Desejável experiência em montagem, manutenção, configuração de computadores, redes, servidores, impressoras e suporte técnico a empresas. Desejável experiência com suporte ao cliente. Experiência em campo e atendimento presencial. , Ensino Médio completo. Desejável Superior na área de TI cursando ou concluído., Conhecimento em Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word. Sistemas Operacionais: Linux e Windows. Outros programas: Servidores de E-mail.",0.268
4,the same,the same,the same,Atendente de Suporte Técnico," Contatar clientes de empresa de Telefone, TV e Internet a fim de solucionar problemas técnicos., Ensino Superior., Aplicações de Escritório: LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice.",0.253
5,the same,the same,the same,Analista de Suporte Técnico," Atuar com suporte em servidores/estações Microsoft e com suporte em soluções Office 365 entre demais atividades., Conhecimentos avançados na plataforma Microsoft (sistemas operacionais e aplicações). Experiência anterior com suporte nas soluções Office 365. Desejável: Certificação Microsoft 70-346 e/ou 70- 347. Diferencial: Certificações Microsoft 70-410, 70-411, 70-412, 70-740, 70-741 e 70-742.",0.2464
6,the same,the same,the same,Técnico de Suporte de Informática," Prestar suporte e manutenção de Desktops e Notebook, atender chamados de clientes - via remoto e presencial prestando os melhores serviços corporativos de informática., Ensino Técnico., Suporte a instalação e configuração do Sistema operacional Windows 2010 e pacote Office . Aplicações de Escritório: LibreOffice, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word. Windows, servidores de E-mail, servidores proxy.",0.2393
7,the same,the same,the same,Técnico Engenheiro em Redes e Infra Estrutura," Irá atuar em redes e infra-estrutura. Roteamento de redes VLAN, Gateways, Firewall, Servidores Suporte e ferramentas Microsoft., Domínio nas atividades descritas., Ensino Superior., Indispensável Fluências em Inglês ou alemão. Habilitação para dirigir (Categoria A, Categoria B). Aplicações de Escritório, LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice Outros programas: Servidores Proxy, Servidores de E- mail, Selenium, SAP, Microsoft Project, CRM, Edição de Video, Edição de Som, Servidores Web, AutoCAD, ERP, Software de Contabilidade.",0.2334
8,the same,the same,the same,Técnico Administrativo Climatização," Atuar com prospecção, desenvolvimento de fornecedores e contatos com clientes., Ensino Superior em Engenharia Mecânica ou Mecatrônica., Ter conhecimentos em aplicações de Escritório (Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word).",0.2309
9,the same,the same,the same,Técnico em Relógio de Ponto," Irá realizar manutenção, instalação de relógios de ponto informatizados e cartográficos, controladores de acesso, software de tratamento e gerenciamento., Necessário experiência na área., Aplicações de Escritório: LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice.",0.2262
0,"Programador web,Webdesigner,Designer gráfico,Webdesigner","Analista de Sistemas,Sistemas de informacao","PHP,Web design,JavaScript,Adobe Photoshop,JQuery,Adobe Illustrator,Microsoft SQL Server,Desenvolvimento de sites,MySQL,HTML,CSS,C#,XML,IIS,Microsoft .NET,AJAX,Bootstrap,Microsoft Excel,Planejamento estratégico,Java,Microsoft Project,Microsoft Office",Analista De Suporte," Suporte técnico a clientes., Superior em redes de computadores ou afins., Conhecimento em Windows Server. Banco de dados: SQL Server Aplicações de Escritório: LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice Sistemas Operacionais: Windows.",0.3935
1,the same,the same,the same,Instrutor de Informática / Computação Gráfica," Ministrar os cursos oferecidos pela escola, aplicar atividades e retirar dúvidas., Experiência na função., Ensino Superior em Designer Gráfico ou Web Design., Conhecimento em Adobe Illustrator e Photoshop, Adobe InDesign, HTML / CSS com Dreamweaver e Adobe Afte.",0.3808
2,the same,the same,the same,Analista Desenvolvedor Pleno," Atuar com desenvolvimento, análise de melhorias e demais funções da área., Experiência com as tecnologias: VB.Net,C e SQL Server. Desejável experiência de 6 meses em Análise e desenvolvimento web. Banco de dados: SQL Server Programação: ASP, ASP.Net, C#, Dot Net, VB.Net. , Ensino Superior cursando em Engenharia/Ciência da Computação, Sistemas da Informação ou similar., Aplicações de Escritório: Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word.",0.3781
3,the same,the same,the same,Analista de Suporte Técnico," Atuar com suporte em servidores/estações Microsoft e com suporte em soluções Office 365 entre demais atividades., Conhecimentos avançados na plataforma Microsoft (sistemas operacionais e aplicações). Experiência anterior com suporte nas soluções Office 365. Desejável: Certificação Microsoft 70-346 e/ou 70- 347. Diferencial: Certificações Microsoft 70-410, 70-411, 70-412, 70-740, 70-741 e 70-742.",0.3765
4,the same,the same,the same,Programador Web," Atuação em departamento de desenvolvimento de cursos web. Habilidades com ferramentas multimídia como editores de video, fotografia software de animação 3D., Ensino Superior., Ter bons fundamentos na área de programação, Webdesign, ASP.Net, Ruby, 3ds Max, Adobe Ilustrator, Adobe Photoshop, microsoft Excel, microsoft Outlook, microsoft PowerPoint, microsoft Word, Windows e edição de vídeo.",0.3679
5,the same,the same,the same,Analista Desenvolvedor Web," Atuar na análise, manutenção e desenvolvimento de sistemas., Conhecimentos em Bootstrap (fundamental/essencial), HTML, Microsoft C#, Microsoft MVC, JavaScript, jQuery e MS SQL.",0.3649
6,the same,the same,the same,Instrutor de Informática," Ministrar e preparar o material didático das aulas de Informática conforme orientação e conteúdo previamente distribuído, aplicar provas, desenvolver trabalhos em aula e esclarecer dúvidas., Experiência em sala de aula., Ensino Médio., Conhecimento em programação C#, Adobe Illustrator, Adobe Photoshop, CorelDRAW , Macromedia Dreamweaver, Macromedia Flash, Microsoft Access, Microsoft Excel, Microsoft PowerPoint, Microsoft Word e Windows Ter conhecimento e área administrativa e ser pró-ativo.",0.3578
7,the same,the same,the same,Programador PHP," Desenvolvimento de aplicações web, levantamento e implementação de requisitos, automação de processos, integração e desenvolvimento de web services, manutenção em aplicações existentes e análise de causa raiz dos problemas reportados., Ensino Superior. Experiência com banco de dados PostgreSQL, programação em CSS, HTML, JavaScript, jQuery e PHP Habilidades com gráficos / web, sendo: Adobe Photoshop e aplicações de escritório, como Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint e Microsoft Word 7. Conhecimentos em sistemas operacionais Linux, Windows 8 e servidores Web. Será um diferencial ter noções em Magento (templating) e programação Android. Domínio sobre Web Services (WSDL e REST) e Angular.JS.",0.356
8,the same,the same,the same,Técnico Administrativo Climatização," Atuar com prospecção, desenvolvimento de fornecedores e contatos com clientes., Ensino Superior em Engenharia Mecânica ou Mecatrônica., Ter conhecimentos em aplicações de Escritório (Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word).",0.347
9,the same,the same,the same,Apoio Técnico," Irá auxiliar na manutenção corretiva, preventiva e calibração de equipamento médicos hospitalares., Ensino Técnico., Aplicações de Escritório, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word.",0.3429
0,"Cyber Security Team Leader,Senior IT Security Consultant,Senior IT Security Consultant,Security Team Leader ,IT Security Manager,Senior Information Security Consultant,Security Coordinator,Team Leader,IT Coordinator,Senior IT Consultant","MBA,MBA em Gestão Empresarial,Graduação,Tecnologia em Gestão de Redes e Internet","Information Security,Computer Security,Network Security,Firewalls,Computer Forensics,Security,Network Administration,COBIT,ITIL,VPN,CISSP,IT Audit,Network Forensics,IDS,Windows Server,ISO 27001,Management,Pre-sales,Security+,CompTIA Security+,Segurança de rede,Segurança de computadores,Segurança da informação,Servidor Windows,Pré-vendas,Gestão de segurança da informação,Segurança,Norma ISO 27001,Recuperação de desastres,Computação forense",Sr Information Security Consultant," As a Senior Consultant, you should have hands-on information security experience, and a Bachelor\'s Degree in a related technical field. In addition, you should have expertise and experience in technical and professional areas., Working experience with Vulnerability Management, IDS/IPS, and Incident Response. Experience with performing system audits and security assessments, and in interfacing with external auditors. Experience with reporting security metrics (dashboards, KPIs, KRIs)., Understanding of Web applications and Layer 7 network protocols. Ability to operate independently as an information security advisor and, where necessary, a hands-on contributor on technology deployments and other projects.",0.2998
1,the same,the same,the same,Desenvolvedor Java Back-end / Front-end Sênior," Atuação com desenvolvimento Java Back-end e Front-end, Angular 1.5, Java Script, banco Oracle, HTML 5, CSS, Spring, Spring Security e Spring Boot.",0.2659
2,the same,the same,the same,Programador Java," Atuar com desenvolvimento de funcionalidades usando Java, Angular 1.5, Java Script, banco de dados Oracle, HTML 5, CSS, Spring, Spring Security e Spring Boot.",0.2659
3,the same,the same,the same,Especialista em Segurança da Informação," Atuar em suas atividades em concordância com padrões e frameworks para práticas de Segurança da Informação (ISO/IEC 27001/27002, ISO/IEC 27037, NIST, OWASP, Cobit e ITIL. Análise de perfis de acesso. Business Continuity. Controle de acesso lógico. Gestão de riscos mapeamento e melhoria de processos de segurança (documentos normativos). Monitoramento (Adicional Not.). Planejamento e arquitetura de soluções de segurança. Projetos de implantação, adequação, reestruturação de soluções de segurança. Tratamento de incidentes. Vulnerabilidade., Experiência na função., Ensino Superior completo em áreas afins, preferencialmente na área de Segurança da Informação., Certificação na área de atuação. Inglês intermediário. Noções de lógica de programação e desenvolvimento de software, administração de sistemas operacionais e redes de computadores. Desejável conhecimento Network Security Scanner, (Nessus, GFI Languard e OpenVAS e Nmap). Penetration Testing Tools (Metasploit, Kali Linux e OWASP App). Network Protocol Analyser (WireShark, RSA Security Analytics).",0.2079
4,the same,the same,the same,Desenvolvedor Java," Atuará no desenvolvimento de Software voltado para Java Web e demais funções da área., Experiência na função., Indispensável conhecimento em: AngularJS Java 8 Spring Boot Spring Security",0.1939
5,the same,the same,the same,Consultor de Implantação / Gestão de Pessoas - Senior Sistemas," Atuar externamente implantando o sistema da Senior em nossos clientes e realizar treinamento nos usuários., Necessário experiência em implantação do Sistema Senior nos módulos Rubi e Ronda e customizações. Desejável experiência em outros módulos do Gestão de Pessoas da Senior e controle de acesso.",0.1928
6,the same,the same,the same,Desenvolvedor Java," Buscamos profissionais para atuar no desenvolvimento de software voltado para JAVA Web., Conhecimentos em AngularJS, Java 8, Spring Boot e Spring Security.",0.1885
7,the same,the same,the same,NETWORK ENGINEER," Support and administration of WAN network and Security technologies as well as Cisco Enterprise Wireless networks, Coordinate MPLS, VSAT and ISP managed services (changes, implementation), Provide periodical reports to the IT Supervisors with analysis (Capacity Planning), Ensure that IT network documentation and processes exist and are updated on a regular basis, Liaise with the IT Architecture team to ensure that IT network standards are deployed and conduct product evaluations of upgraded or new hardware and software, identifying strengths, weaknesses, and potential benefits to the company, Liaise with the IT Security team and ensure that high level of security standards are maintained and operated across any network, Communicate with vendors, management and network staff worldwide, Attend training courses, seminars, conferences and exhibitions when required., Bachelor degree in Computer Science., Good knowledge of L3, L2 protocols such as EIGRP, MPLS, VPNs, Spanning Tree. - ITIL Certified is Preferred, - Cisco certification is a plus (Recommended).",0.1848
8,the same,the same,the same,Analista de Segurança de Aplicações de TI," Will deliver consulting services and pre-sales support, handling technical presentations, proof of concepts and also working as a consultant to large B2B customers on their deployment of secure application development, helping to connect information security and application development teams., Work experience.",0.1758
9,the same,the same,the same,Network Engineer," Support and administration of WAN network and Security technologies as well as Cisco Enterprise Wireless networks; Coordinate MPLS, VSAT and ISP managed services (changes, implementation); Provide periodical reports to the IT Supervisors with analysis (Capacity Planning); Ensure that IT network documentation and processes exist and are updated on a regular basis; Liaise with the IT Architecture team to ensure that IT network standards are deployed and conduct product evaluations of upgraded or new hardware and software, identifying strengths, weaknesses, and potential benefits to the company; Liaise with the IT Security team and ensure that high level of security standards are maintained and operated across any network; Communicate with vendors, management and network staff worldwide; Attend training courses, seminars, conferences and exhibitions when required., Bachelor degree in Computer Science., Good knowledge of L3, L2 protocols such as EIGRP, MPLS, VPNs, Spanning Tree. - ITIL Certified is Preferred, - Cisco certification is a plus (Recommended).",0.1676
0,"Gerente de engenharia de desenvolvimento,Gerente de Desenvolvimento,Gerente de Desenvolvimento,Engenheiro,Coordenador suporte técnico,Supervisor de desenvolvimento de produto","MBA,Gestão de projetos,Pós graduação,Especialização em Administração Industrial,Pós graduação,Especialização em Análise de Sistemas,Engenheiro Eletrônico","Embedded Systems,Operating Systems,Microcontrollers,Electronics,C++,PMBOK,Software Development,Automation,Firmware,Software Engineering,PMI,Telecommunications,Product Development,Business Strategy,Programming,Negotiation,Software Project Management,Team Leadership,C,UML,ARM,Visual Basic,C#,Automação",Gerente de Tecnologia da Informação," Irá realizar processos gerenciais de ti e atendimento aos clientes em geral., Necessário experiência como gerente de tecnologia da informação., Ensino Superior completo.",0.1903
1,the same,the same,the same,Desenvolvedor Java," Atuar com programação: C, C++, C#, Visual Basic e Java, manutenção e testes., Ensino Superior.",0.1869
2,the same,the same,the same,Consultor Técnico Júnior," Atuar com análise de projetos, pesquisa de desenvolvimento e inovação., Ensino Superior completo em Engenharia de Software, Ciências da Computação, Sistemas da Informação e/ou Análise e Desenvolvimento de Sistemas. Engenheiro de Automação, Engenharia Eletrônica, Engenharia Eletrotécnica, Engenharia de Telecomunicações.",0.1853
3,the same,the same,the same,Analista de Treinamento e Desenvolvimento," Desenvolvimento de conteúdo de treinamento e desenvolvimento para equipe comercial., Graduação em Administração de Empresas, Psicologia e afins. Necessário experiência na atuação como Business Partner. Desejável Pós- graduação na área.",0.1851
4,the same,the same,the same,"Desenvolvedor .Net , C++"," Atuar com .NET, C,C++ , Framework .NET 4.5, SQL SERVER, QUEUE, TFS. Desejável : ISO8583, Embedded systems, Gateways de pagamento., Experiência na área descrita. ",0.1725
5,the same,the same,the same,Coordenador de Sistemas," Gestão de equipes, levantamento de requisitos, especificações funcionais. Apoiar à área de negócios homologação das soluções desenvolvidas por TI. Arquitetura de Software., Formação Superior completa. Desejável Pós- graduação., Conhecimentos nos processos de ciclo de desenvolvimento de TI.",0.1715
6,the same,the same,the same,Gerente de Projetos de Tecnologia da Informação," Gerenciar projetos de TI (iniciação, planejamento, execução, monitoramento e controle), elaborar relatórios gerenciais, realizar viagens a negócios para atendimento aos clientes., Vivência com desenvolvimento de projetos, gestão de pessoas e experiência em metodologias ágeis.Experiência em metodologias de gestão de projetos alinhadas ao PMI., Graduado em Sistemas de Informação, Ciências da Computação ou similar. Pós Graduação na área., Certificações na área: PMP ou Agile Certified Practitioner, conhecimento nas metodologias: PMBOK, Scrum, Kanban e outros.",0.1665
7,the same,the same,the same,Arquiteto de Sistemas," Projetar e manter uma estrutura necessária para os sistemas e aplicações complexas. Manter a qualidade do software, prestar suporte a equipe de engenharia de software e contribuir com o desenvolvimento de novos conceitos e melhorar as técnicas existentes., Experiência como arquiteto de software e com a linguagem Delphi., Graduação em Ciência da Computação e Pós- Graduação em Engenharia ou Arquitetura de Software.",0.1569
8,the same,the same,the same,Desenvolvedor PHP Full Stack," Atuar co refinamento de requisitos, planejamento e execução das tarefas que serão realizadas pelo time, POCs relacionadas a evolução do produto e elaboração de techtalks, discussão sobre arquitetura para sistemas de larga escala. Domínio na linguagem PHP e conhecimento ou vivência nas linguagens, Python, Java, JavaScript e GO. Superior completo em Ciências da Computação ou áreas correlatas. Experiência em dois ou mais: web application development, Unix/Linux environments, mobile application development, distributed and parallel systems, machine learning, developing large software systems, NoSQL/SQL databases and/or security software development., Superior completo ou cursando.",0.1558
9,the same,the same,the same,Técnico em Pós Vendas.," Irá fazer atendimento externo com clientes e manutenção de software., Desejável experiência como vendedor pós vendas., Ensino Superior em Tecnologia da Informação.",0.1557
0,"Desenvolvedor,Desenvolvedor Java,Desenvolvedor .Net,Desenvolvedor Java","Especialização em Engenharia de Software,Engenharia de Software,Análise e Desenvolvimento de Sistemas","Java,SQL,Android Studio,QlikView,C#,QlikSense,HTML,ASP.NET,CSS,XML,SOAP,Desenvolvimento de software,JSON,Web Services,SQL Server Management Studio,MySQL,PostgreSQL,JavaScript,UML,Microsoft SQL Server",Analista - Desenvolvedor de Software .NET C# Pleno," Atuar como desenvolvedor de Software .NET C# Pleno que seja pró ativo, organizado e com facilidade para trabalhar em equipe.  Experiência com Desenvolvimento C#, desenvolvimento de WCF e Windows Services Experiência com Microsoft, SQL Server Experiência com UML.",0.375
1,the same,the same,the same,Desenvolvedor de Software," Desenvolvimento de software para integrações com sistemas governamentais., Experiência de 06 meses em desenvolvimento de software na plataforma Microsoft .Net., Ensino Superior completo em Ciências da Computação., Conhecimentos específicos: C# .NET, Asp.NET, XML (Webservices SOAP), Windows Forms, SQL Server, HTML, Bootstrap, Javascript /Jquery. CSS, Oracle.",0.3687
2,the same,the same,the same,Desenvolvedor Java - Web," Atuar em empresa de desenvolvimento de sistemas., Experiência na função., Ensino Superior incompleto., Conhecimento em Web services, XML, SOAP, JQUERY, JSON, JAVA, JAVA SCRIPT, HTML, CSS e linguagem SQL. Desejável conhecimento em Eclipse e Angular.",0.3568
3,the same,the same,the same,Desenvolvedor Web .NET," Desenvolvedor Web em ambiente Microsoft C#.Net, Asp.Net, MVC,, Ágil e proativo., Conhecimento de Javascript, CSS, T-SQL, SQL Server",0.3519
4,the same,the same,the same,Desenvolvedor .NET," Atuar com desenvolvimento .NET C#, ASP.NET e Visual Studio 2013 e banco de dados SQL Server, nível pleno., Imprescindível experiência com desenvolvimento .NET C#, ASP.NET e Visual Studio 2013. , Vivência em banco de dados: SQL Server. Conhecimento em DB2.",0.3464
5,the same,the same,the same,Programador .NET Sênior," Desenvolvimento e manutenção de sistemas, VB6, .NET, C#, Visual Studio 2012, JavaScript, HTML, CSS e bancos de Dados SQL Server.",0.3324
6,the same,the same,the same,Desenvolvedor C# .NET e ASP.NET.," Analisar e desenvolver em linguagem de programação de acordo com os requisitos., Desenvolvedor C# .NET e ASP.NET. Banco de dados: SQL Server., Ensino Superior em Análise e Desenvolvimento de Sistemas, Ciências da Computação.",0.3266
7,the same,the same,the same,Desenvolvedor Web / Mobile," HTML, Javascript, SQL e Java., Experiência na área.",0.3222
8,the same,the same,the same,Programador .NET," Desenvolvimento de aplicações Web e Desktop. Experiência com Web API, MVC, WCF, HTML5, CSS, JavaScript, JSON, SOAP, REST, jQuery, .Net Framework, C#, Web Services,WPF , Microsoft SQL Server, Visual Studio, Crystal Reports., Com experiência.",0.3212
9,the same,the same,the same,Programador Desenvolvedor Android," Atuar com programação Java no Android Studio, programação PHP ou ASP.NET., Ensino Superior na área de Tecnologia.",0.3167
0,"Coordenador de Service Desk,Analista de Suporte Jr,Analista de suporte,Técnico de Suporte,Analista de Help Desk N1","Tecnologia,Gestão Financeira,Em Andamento,Bacharelado,Gestão de Sistemas de Informação","ITIL,Gestão de TI,ANS (Acordo de nível de serviço),ISO 20000,Liderança de equipe,Liderança em projetos de TI,Relacionamento com clientes,Sistemas operacionais,Microsoft Windows,COBIT,Gestão de Service Desk,Suporte técnico,Roteadores,Comutação,Infraestrutura",Assistente de Service Desk - Suporte Técnico," Realizar instalação, configuração e suporte ao sistema operacional Windows. Atuar com atendimento ao usuário, com configuração de impressora em rede, com mapeamento de unidade de rede e suporte em ambiente com servidores Windows., Experiência com ferramentas do pacote Office e atendimento help desk. Conhecimentos em manutenção de impressoras. Experiência em estruturas de redes Windows (AD, DHCP e DNS). Conhecimentos para suporte e manutenção de servidores Windows.",0.3673
1,the same,the same,the same,Supervisor de Suporte Técnico," Atua com liderança de suporte em TI, projetos e processos de TI. Coordena a equipe técnica, definido escala, prioridade, agenda de visitas dos técnicos. Faz coordenação de service desk, service support e field services. Faz gerenciamento dos níveis de serviços e avaliação de performances. Elabora relatórios operacionais e gerenciais de TI e negócios., Com experiência com suporte técnico e liderança de equipe., Ensino Médio completo.",0.3214
2,the same,the same,the same,Coordenador de Suporte Técnico Help Desk," Coordenação de equipe de suporte técnico Help Desk. Atendimento ao usuário. Orientação e direcionamento de demandas diárias Análise e reparo de hardware para direcionamento, resolução e envio para áreas responsáveis., Ensino Médio., Conhecimento em Excel, Outlook, PowerPoint e Microsoft.",0.3031
3,the same,the same,the same,Auxiliar de Suporte Técnico," Dar suporte na gestão de incidentes no sistema de Service Desk. Auxiliar no suporte remoto e presencial ao usuário, no que se refere a utilização de softwares e desktops., Cursando Graduação em Sistemas da Informação, Análise de Sistemas, Ciência da Computação ou áreas afins.",0.3002
4,the same,the same,the same,Coordenador de TI," Atuação com as atividades de gestão de equipes, com relacionamento com clientes / usuários, gestão orçamentária, de fornecedores, infraestrutura de TI, com gestão do processo de desenvolvimento e manutenção de software. Realização da gestão de projetos e infraestrutura., Domínio de boas práticas de mercado, com: ITIL, PMI e Scrum. Experiência na área / gestão. Pós-graduação na área. Conhecimentos nas atividades descritas.",0.298
5,the same,the same,the same,Coordenador Técnico," Atuar com liderança de suporte em TI, projetos e processos de TI, coordenar a equipe técnica, definindo a escala, agenda de visitas dos técnico faz coordenação de service desk, Service Suporte Field e Services, realiza gerenciamento dos níveis de serviços e avaliações de performance, como também elaborar relatórios operacionais e gerências de TI e negócios., Necessário Experiência., Ensino Superior em TI ou Ciência da Computação.",0.2929
6,the same,the same,the same,Coordenador de Suporte Software," Coordenar e supervisionar as atividades da área de suporte técnico. Monitorar os atendimentos recebidos, realizando a distribuição à equipe de acordo com a prioridade e classificação abc. Realizar intervenção junto aos setores para solução de situações referentes à SLA e ano. Monitorar horas de trabalho da equipe. Monitorar as atividades da equipe. Realizar a distribuição de atividades a serem realizadas de acordo com as necessidades identificadas e definidas. Dar feedback para a equipe., Experiência em gestão dos serviços de Service Desk e Field Service. Conhecimento em MySQL, Telecom e Asterisk. Conhecimento em gestão de pessoas. Bom relacionamento com cliente. Conhecimento em níveis de serviço e indicadores de performance. Experiência com liderança de equipes. Experiência em coordenação de pessoas em atividades de Help Desk. Experiência com elaboração de relatórios gerenciais de controle de KPIs.",0.281
7,the same,the same,the same,Coordenador de Suporte Técnico - Service Desk," Atuar com gestão de processos para atendimento dos SLAs. Garantir a melhoria contínua do Service Desk e do processo de gestão de incidentes. Participar de reuniões gerenciais e operacionais, apresentando análises visando melhorar o desempenho dos indicadores contratuais. Gerenciar o desempenho do time, através do monitoramento diário dos indicadores. Ser responsável pelo desenvolvimento de relatórios diários, semanais ou pontuais., Experiência em cargos de liderança em Service Desk em plantas industriais. Conhecimento para construção e análise de relatórios analíticos. Conhecimento de ferramentas de telefonia (DAC), Excel, ITSM e gestão do conhecimento. Certificado ITIL (nível Foundation).",0.2791
8,the same,the same,the same,Assistente de Tecnologia da Informação," Help desk de clientes internos e externos. Montagem e manutenção de estações de trabalho, postos avançados e unidades. Controle de equipamentos, fechamento de contas de consumo, cotação de equipamentos e materiais. Acompanhamento do nível de serviço de terceiros., Experiência como help desk. Ensino Técnico ou Superior na área de Tecnologia da Informação. Raciocínio lógico, organizado, bom relacionamento com equipe e paciente.",0.2773
9,the same,the same,the same,Auxiliar de Informática," Fazer acompanhamento, instalação e manutenção da infraestrutura de TI da empresa, help desk, dar suporte a usuários, entre demais atividades., Experiência na área. , Ensino Médio ou Ensino Técnico completo.",0.2734
