,exp,edu,hab,v_tit,v_desc,sim
6,the same,the same,the same,Senior Software Engineer," Participate in the design, implementation and validation of the application software to support the company\'s device process for high-volume manufacturing environment. Work on the assigned software development tasks including coding, validation & deployment .Interface with functional teams to achieve the BE Process design and implementation .Work with the Brazil technical team in the integration of the new feature into the global program targeted .Observe, propose and participate in the Design of Process improvement activities .Adhere to formally developed Firmware/Software Development Procedures being practiced by all members., BS in related field or equivalent work experience, MS (nice to have) Strong Object Oriented Programming using C++ and .Net. Embedded Systems experience. Continuous integration Skills Team Player a must with experience on Agile environments. Proactive & resourceful. . Fluent English US VISA B1/B2 (nice to have)",0.8557
7,the same,the same,the same,Developer Unix System Programming," As a Senior Developer, you are responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. You should have in-depth knowledge of at least one development technology, programming language., Experience. , Ensino Superior., Mandatory Skills Devops Chef Unix Developer Tools, Unix Application Debugging, Unix System Internals, C Programming, Unix Shell Scripting, Perl Programming. Desirable Skills in PL-SQL, Java-J2EE Language.",0.8504
8,the same,the same,the same,Desenvolvedor Salesforce," Design & develop solutions that run on the Salesforce.com platform using Apex and Visualforce. Collaborative Agile development on a Scrum Team. Advocate for improvements in the architecture, performance, and reliability of our complex systems. Troubleshoot and resolve problems. Execute on quality related tasks like code reviews and automated unit tests, to ensure that each feature is delivered with the highest quality. Help other Developer to debug and review architectural designs and provide solutions to complex design issues. Monitor deployments and provide support for deployment related issues. Debugging and identifying Apex/Visual Force/Application Programming Interface (API) code causing the issue and reporting the same to quality analyst (QA). Development of high quality software within agreed timescales. Hands on design and development of custom solutions on the force.com platform including significant work in Apex, VisualForce and application integration patterns. Judges the trade offs with technology and feasibility and makes choices that fit the constraints of the Project. Direct involvement and/or oversight of developing business requirements, specifications, process flows, application design, application configuration and testing. Release an Environment Management including sandbox usage planning, metadata and data migration, environment comparisons and version control., Solid knowledge and methodologies quality models for the software industry. Systems Development methodologies (agile, not agile). knowledge. Scrum / UML / TDD / IC. Knowledge of POO. Knowledge Development Tools (by technology). Excellent scope and estimation skills. Approve load testing and performance. Management / Control of development environments. Knowledge on Salesforce.com. Version control SVN / GIT. Experience in Software Development. Experience developing on Force.com would be beneficial. Worked in customer projects and product. Experience in object-oriented programming and design patterns. Knowledge in Java.",0.8484
9,the same,the same,the same,Salesforce Developer," Design & develop solutions that run on the Salesforce.com platform using Apex and Visualforce. Collaborative Agile development on a Scrum Team. Advocate for improvements in the architecture, performance, and reliability of our complex systems. Troubleshoot and resolve problems. Execute on quality related tasks like code reviews and automated unit tests, to ensure that each feature is delivered with the highest quality. Help other Developer to debug and review architectural designs and provide solutions to complex design issues. Monitor deployments and provide support for deployment related issues. Debugging and identifying Apex/Visual Force/Application Programming Interface (API) code causing the issue and reporting the same to quality analyst (QA). Development of high quality software within agreed timescales. Hands on design and development of custom solutions on the force.com platform including significant work in Apex, VisualForce and application integration patterns. Judges the trade offs with technology and feasibility and makes choices that fit the constraints of the Project. Direct involvement and/or oversight of developing business requirements, specifications, process flows, application design, application configuration and testing. Release an Environment Management including sandbox usage planning, metadata and data migration, environment comparisons and version control., Solid knowledge and methodologies quality models for the software industry. Systems Development methodologies (agile, not agile). knowledge. Scrum / UML / TDD / IC. Knowledge of POO. Knowledge Development Tools (by technology). Excellent scope and estimation skills. Approve load testing and performance. Management / Control of development environments. Knowledge on Salesforce.com. Version control SVN / GIT. Experience in Software Development. Experience developing on Force.com would be beneficial. Worked in customer projects and product. Experience in object-oriented programming and design patterns. Knowledge in Java.",0.8483
0,"Full Stack and Mobile Developer,Mobile Developer,Full Stack and Mobile Developer,Founder and Organizer,Translator,Developer","System Analysis and Development,Computer Science","Android,PHP,JavaScript,Java,Xamarin,HTML5,Android Development,C#,SQL,JSON,Material Design,AngularJS,Git,Node.js,CSS,Ionic Framework,.NET Framework,WordPress,Software Development,Mobile Application Development,XML,Angular,TypeScript,JQuery,NativeScript,PhoneGap,HTML,ASP.NET MVC,SQLite,React.js",Desenvolvedor .Net BackEnd PL," Irá trabalhar com ASP.NET, MVC, Sql Server, C#., Conhecimentos:AWS (SQS, Lambda, DynamoDB, S3, EC2, Beanstalk),Git, Angular, JavaScript, HTML, CSS.",0.8046
1,the same,the same,the same,Desenvolvedor Java - Sênior," Java Irá atuar com Spring core, data, boot , AngularJS Web API (RESTful API oriented design) , DDD (Domain-Driven Design), Hibernate, MySQL, NoSQL, HTML5, JavaScript, Jquery, Git, Metodologia Ágeis.",0.7915
2,the same,the same,the same,Programador Java," Java, JavaScript, CSS3, Web Services, APIs RESTful e SOAP, Application Servers (tomcat, Jboss e/ou Websphere), Frameworks MVC (Struts, VRaptor ou Spring), SQL, Banco de Dados (SQL, Oracle e/ou My-SQL), Controle de versões no GIT (TFS, Jira e/ou GitHub), Análise de Requisitos, Metodologia Ágile Scrum, Testes unitários e automatizados (TDD)., Desejáveis: HTML5, PL/SQL, Certificação Java, UI/UX.",0.7914
3,the same,the same,the same,Programador .NET," Arquitetura de software, Asp.NET, C#, Design Patterns, Web Api, banco de dados SQL Server, MVC, TDD, TFS, GIT e Entity Framework.",0.7911
4,the same,the same,the same,Desenvolvedor Java," Atuar com Java. Maven. Databases (SQL Server). Tomcat. Eclipse. Unit testing. Distributed version control., Java certification. Javascript (NodeJS, ReactJS, Redux, AngularJs, SQL - Server/MySQL). Swing.",0.7834
5,the same,the same,the same,Desenvolvedor Java," Atuar com Java. Maven. Databases (MySQL and MongoDB). Tomcat. Eclipse. Unit testing. Distributed version control. Devops culture. Cloud architecture. AWS experience. Docker; React as front-end; Spring boot. SQL Server, MySQL, Mongo.",0.7826
6,the same,the same,the same,Programador .NET C# MVC Pleno," Atuação com programação .NET C#, tanto em backend quanto front-end, C#, ASP.NET MVC 5, WebApi 2, WCF, Ajax, Angular 2+, TDD, desenvolvimento em camadas, conceitos SOLID, serviço de fila de processamento, NHibernate, SQL Server 2008+, JavaScript, HTML5, CSS3, Scrum e TFS., Conhecimento em Sketch, UI, UX, HTML5, CSS (Flexbox, CSS Grid, CSS3, BEM, SMACSS e MaintainableCSS), JavaScript ES6, Task Runner / Module Bundler (Webpack e Gulp), Sass ou Stylus, Angular ou React, TypeScript e Git.",0.7728
7,the same,the same,the same,Fullstack Developer," Atuar com GitLab, Jira, OpenShift, Docker, Ansible, além das linguagens e frameworks Python com Django e Flask, Java, C#, AngularJS, Ionic e outros., Conhecimentos em AngularJS, Typescript, HTML5, CSS3, Python 3.5+ | C# | Java | Node.js. Diferenciais: Django, DjangoREST, Rest API, Flask, Microservices, .Net Core, ASP Net MVC, Redis, RabbitMQ, MongoDB, Docker.",0.7728
8,the same,the same,the same,Programador," Atuar com Python, Linux, SQL (MySQL / Postgree), Angular, GIT, Bootstrap, REST, Java, Cordova, Android SDK e Swift / Objective-C., Domínio em Angular 2, Typescript, Flask, Marshmallow, JWT, Google Maps API, Ansible, Grunt, Bootstrap 4, Twisted, Leaflet, WebSocket e Multi- thread.",0.7719
9,the same,the same,the same,Desenvolvedor Full Stack," Back-end: Java 8, JEE, JAX-RS, JAX-WS, JPA, EJB, Hibernate, JMS, Logback, Jasper Reports, Maven, Ant, Spring-boot, Spring (MVC,IOC,Transaction,AOP), Git. ,Junit, Mockito, JBoss EAP 6 ( Wildfly), Jenkins , Linux, Jira, PL/SQL Oracle., Ensino Superior em Ciências da Computação ou cursos correlatos., Conhecimento em Front-end: Angular 1.4 , CSS 3, SASS ,HTML 5, JS, Jquery, SPAs, Node.js, Gulp, Grunt, NPM.",0.7695
0,"Partner Program Lead - Latin America,Sr Business Analyst, Channel Sales Operations - LATAM,Financial Planning Analyst - LATAM,Financial Planning Business Analyst - LATAM,Sales Operations Coordinator - LATAM,Assistant to the Area General Manager - Latin America","Post Graduation,Administration,Bachelor's degree,Science in Hotel Administration","Enterprise Software,Cloud Computing,Business Process Improvement,Salesforce.com,Forecasting,Strategy,Solution Selling,SaaS,Business Planning,Business Intelligence,Business Process,Sales Operations,Management,IT Service Management,Project Management,Project Planning,SAP,Analysis,Pre-sales,Software as a Service (SaaS)",Consultor SAP FI," As a SAP Financial Analyst, you will provide support for Project System module & Investment Management module, and Finance Asset Accounting sub module (e.g. Fixed Assets). Provide support to include data interface /processes implemented in ExxonMobil SAP systems. He/she will also provide consultation and design services in response to requests for enhancements to the projects/fixed assets processes implemented in the respective systems. Since Intercompany is a highly customized area, technical skills is a must. Candidate will make part of a global team with functional supervisor in USA. Candidate will provide regular routine support to users located mostly in Americas and Europe. Participate on Projects related to Intercompany area., The ideal candidate will have: Strong knowledge in SAP including tables and structures for Project System module, Investment Management module, and Finance Asset Accounting (e.g. Fixed Assets) sub module. Strong knowledge of SAP master data and transactional data, including Project Systems objects- work break down structures, project networks, as well as integration with other modules like MM, FI/CO, SD. Accounting principles: intermediate. English language fluency ? verbal and written. SAP 4.6x: Intermediate. SAP Fi Acct Module: Intermediate. SAP PS Module: Expert. SAP R/3: Intermediate",0.8551
1,the same,the same,the same,Sap Bpc Develope," Knowledge on ABAP, Script Logic, Administration (Dimensions, Models and Security), Transformation Files, Conversion Files, Packages. Master Data and Transactional Data, Flat file upload, BADI experience. Experience working with BW objects. Knowledgeable with the testing activities such as Define, create and execute Test Cases. Able to analyze Functional/Technical specifications, Problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Experience working with automation tools such as Tidal.",0.8488
2,the same,the same,the same,Sap Bw Developer," Provide a delivery status for the migration on a weekly basis, able to analyze Functional/Technical specifications, problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Expert level (At least five years) experience working with Infocubes, Info Objects, Master Data and Hierarchy, Data modelling, ABAP (Routines / Transformations). Process chains, Analysis Authorizations, Data Extraction, Flat File uploads. Experience working with BPC objects is a Plus. Should have experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Should have experience with Define, create and execute Test Cases. Experience working with automation tools such as Tidal.",0.8462
3,the same,the same,the same,SAP Deliver (SD)," As a SAP Application functional specialist in SD with deep knowledge on business processes must deliver projects and enhancements in Deliver area.  Analyze business issues and requirements, balancing the often competing needs for innovation and standardization/process harmonization, to develop/propose solutions.  Evaluate concurrent demands conflicts and drive best-in-class solutions for Business.  Execute end-to-end analysis to guarantee technical impact analysis to attend business requirements.  Responsible for implement solution, performing configuration, development specifications. Perform all governance documentation Perform testing, and supprot users during UAT cycles. Create accurate estimations for enhancements and projects in the Deliver area.  Must be able to determine change in priorities and adapt accordingly. Provide support off-hours as needed  Peform Peer Review for team deliverables and provide guidance for the team, B.A. /B.S. degree in Information Technology, Computer Science, or other related field; an advanced degree is desirable.  Of IT experience in a corporate environment or consulting supporting SAP SD projects is required.  Excellent knowledge of the SAP SD, SAP certification is desirable Some skills in ABAP programming, mainly for debugging is desirable.  SAP Solution Manager is desirable.  Highly experienced in environments with global IT governance Agile project delivery experience is desired.  Strong communication skills and advanced knowledge of English Additional competencies: Analytical skills and problem-solving skills.  Team player, result driven. ",0.845
4,the same,the same,the same,"SAP Specialist FI - GL, CO and JVA Modules"," Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Cost Accounting (CO). Specific experience in SAP ECC 6 FI process area: Cost Accounting (CO) and JVA modules. Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus., Experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level. Safety Oriented Mindset. Proficient in English (written & verbal). Team Oriented Personality & Positive Attitude. Effective End User Communication (written & verbal). Analytical skills. Customer Oriented. Problem Solver. Time Management. Goal Oriented. Team Player. Efficient. Responsible. Creative. Interface at Executive level. Interface with the business/client - High, Medium, Low. Experience working with large teams. Experience working independently. Experience working with a global team.",0.8449
5,the same,the same,the same,"SAP Specialist - Fixed Asset, Project To Asset, And JVA Modules"," Overall description Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Fixed Asset, Project to Asset Specific experience in SAP ECC 6 FI process area: Fixed Asset, Project to Asset, and JVA modules Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus Strong team work - share knowledge with others; training and support others as a more senior person. Senior level of profissional experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level Safety Oriented Mindset, Proficient in English (written & verbal), Team Oriented Personality & Positive Attitude Effective End User Communication (written & verbal), Analytical skills, Customer Oriented, Problem Solver, Time Management, Goal Oriented, Team Player, Efficient, Responsible, Creative, Interface at Executive level. Interface with the business/client- High, Medium, Low Experience working with large teams. Experience working independently. Experience working with a global team.",0.8431
6,the same,the same,the same,Analista de Sistemas Sênior," Participates as a member of development team. Completes development of units with designs prepared by more senior Developer. Participates in code reviews. Prepares and executes unit tests. Applies growing technical knowledge to maintain a technology area (e.g. Web-site Development). May perform unit design. Applies company and 3rd party technologies to software solutions of moderate complexity. Configures end-user or enterprise systems designed by more senior technologists. Performs work assigned by others. Provides time / resource estimates for assigned tasks., Typically a technical Bachelors degree or equivalent experience related experience or a Master\'s degree of experience. Knowledge and Skills: Experience writing code using languages such as (and not limited to) COBOL, PL/1, Java, C, C++, C#, VB.Net. Basic Understanding of RDBMS databases such SQL Server and Oracle. Basic understanding of modern software design and development methodologies (e.g., OO). Basic understanding of modern SCM (software configuration management). Basic understanding of testing tools and unit test scripting, and testing Methodologies. Experience using (or an understanding of the use of) an Integrated Development Environment (e.g., Eclipse, Visual Studio). Understanding of basic Database Administration. Understanding of quality and security standards. Good verbal and written communication skills.",0.8376
7,the same,the same,the same,Senior Software Engineer," Participate in the design, implementation and validation of the application software to support the company\'s device process for high-volume manufacturing environment. Work on the assigned software development tasks including coding, validation & deployment .Interface with functional teams to achieve the BE Process design and implementation .Work with the Brazil technical team in the integration of the new feature into the global program targeted .Observe, propose and participate in the Design of Process improvement activities .Adhere to formally developed Firmware/Software Development Procedures being practiced by all members., BS in related field or equivalent work experience, MS (nice to have) Strong Object Oriented Programming using C++ and .Net. Embedded Systems experience. Continuous integration Skills Team Player a must with experience on Agile environments. Proactive & resourceful. . Fluent English US VISA B1/B2 (nice to have)",0.833
8,the same,the same,the same,Senior 3D Web Developer - Unity," Develop responsive, enterprise web and mobile web applications and APIs using modern web technologies (JavaScripts, HTML5, CSS3, , jQuery, Backbone.js, RequireJS) Project responsibilities include development, testing, documentation, implementation, and maintenance Work closely with a cross-functional Scrum team to understand requirements and recommend appropriate solutions; including Project Managers/Scrum Masters, Product Owners, Designers, Backend Developers and QA Analysts Actively contribute to and enforce best practices, group standards Mentor other developers, including peer reviewing code and pair programming. Proactively keep up-to-date on industry trends and emerging technologies; drive adoption of new technologies and best practices Experience with Unity3d is desirable., Bachelors degree in a technical discipline or equivalent work experience relevant work experience developing enterprise web applications Good experience with object-oriented programming Experience with API development (i.e.: REST/SOAP/JSON) Must provide code samples (examples: URLs with descriptions of which parts you developed, zip file or equivalent profile) Demonstrated leadership as a senior/specialist, subject matter expert, architect, team lead, or equivalent role on past technical projects Experience with WebVR API (3D environment), React VR, A-frame, MOZVR. Knowledge about WebGL.",0.8306
9,the same,the same,the same,Developer Unix System Programming," As a Senior Developer, you are responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. You should have in-depth knowledge of at least one development technology, programming language., Experience. , Ensino Superior., Mandatory Skills Devops Chef Unix Developer Tools, Unix Application Debugging, Unix System Internals, C Programming, Unix Shell Scripting, Perl Programming. Desirable Skills in PL-SQL, Java-J2EE Language.",0.827
0,"Web Developer and NLP Researcher,Software Engineer at SIAD-AERO project,RESCUER,Technical Leader and Web developer,Semantic Processing of Brazilian Portuguese Texts,Teacher Assistant,UPC Job Opportunities System,LaMula.pe,Teacher Assistant,UCSP curriculum system","Master’s Degree,Computer Science,Bachelor's Degree,Computer Science","Natural Language Processing,Web Development,Machine Learning,Research,Leadership,Teamwork,C++,Python,Django,MySQL,MongoDB,PostgreSQL,JSON,REST,Github,LaTeX,Entrepreneurship,Software Development,SQL,Linux",Developer. NET," Microsoft.NET development in web environments., Experience with Microsoft .NET development in web environments. Experience with web technologies such as JavaScript, HTML5, CSS and JavaScript frameworks. Knowledge of database fundamentals and SQL Server. Intermediate level in English conversation. Experience with marketing projects. Experience with eCommerce projects and tools. ",0.8359
1,the same,the same,the same,Software Engineer," Use open source technology, scrum, design sprints, squads and agile development Develop solutions to help consumers in the loan application process. Develop high quality code and to work in multi-disciplinary high- performance teams., Experience with back-end, Ruby skills, Unit, integration and acceptance testing, API design with JSON API spec, Object Oriented Design, Domain Driven Design (DDD), Refactoring Techniques, Messaging (Sidekiq, RabbitMQ), Git. Desirable experience with other programming languages, integrating with Ember or another SPA framework, infra provisioning (Ansible), Devops, Vanilla Javascript.",0.8357
2,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.8336
3,the same,the same,the same,Xamarin .NET / Mobile Developer," Act with simple animation, push notifications from the server, API connections and setup, and issue resolution. Work with current staff and assist in all deployment aspects. Work independently (including own access to software and hardware required) while communicating and collaborating with the team., Expertise in .Net C# development with Visual Studio, Xamarin, Android, iOS, Custom controls, Simple Animation, MVC, Entity Framework, SQL Server, Push Notifications, Restful APIs, Azure, Mobil App Services, API Management Services, Authentication using a custom data store / tokens, Setup and Publishing to the PlayStore and AppStore. Knowledge sharing and good communication skills are a must.",0.8269
4,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.8265
5,the same,the same,the same,Front-End Developer," Use existing internal APIs and help develop new APIs to interact with the eShares back end services. Work closely with our full stack and backend engineers during feature development. Work closely with designers and product managers to help design front end products. Teach existing engineers best practices using modern JavaScript. Build reusable React components for use in your projects as well as company-wide projects. Build testing infrastructure to test front end code and React components., JavaScript frameworks/libraries like React or Angular.js. Very strong HTML5, CSS3, and JavaScript (ES6/ES7) skills. Strong communication skills. Comfortable regularly working in team environments. BS or MS in Computer Science or equivalent. Knowledge in React, Knockout.js, Sass, Python/Django, Postgres, Celery.",0.8256
6,the same,the same,the same,Front-end Developer," Capable to understand UI/UX assets and transform them in live Web applications consuming REST APIs. Act as a CSS lead within the development team., Proven experience in React and Redux for Frontend applications. Proven experience in CSS 3 (including flexbox, animations and transitions). Proven Experience integrating Web Frontends with Rest APIs. Proven experience with SASS for CSS development., Knowledge in the Frontend development, including. Web Applications using React, Redux, CSS and HTML. Capable of integrating web frontends with REST endpoints. Capable of translating UI designs into actual products using CSS 3. Daily interaction with international customers. Acquaintance with Invision and Zeplin. Knowledge in Linux as a front-end developer.",0.824
7,the same,the same,the same,Microsoft CRM Developer," Basic knowledge of the Microsoft .NET platform. Some experience in software development., Basic knowledge of the Microsoft .NET platform. Some experience in software development. Intermediate level in English conversation., Experience with Microsoft CRM Dynamics or other CRM platforms. Knowledge of database fundamentals and SQL Server.",0.824
8,the same,the same,the same,WCS App Developer," WebSphere commerce suite (WCS) Developer will utilize the following skills: Hands-on experience with utilizing various sub systems of Websphere Commerce Server i.e Catalog, Order, Member etc; The developer will work both on back end and forward facing elements of sites so experience with JavaScript, DOJO, jQuery, CSS or other front end technologies. Required skills: - Senior Programming logic and Object Oriented Programming - WebSphere Commerce Suite Java/J2EE specific development experience - Javascript - Struts - EJB, JPA, JDBC - Servlets e Ajax - JSTL - Candidate must also have experience with writing SQL queries preferably for DB2. - WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions) - DOJO - HTML5 Nice to have skills: - Advanced English - Responsive web design - CSS - DynaCache modeling and configuration. - JQuery - DB2 - Linux - Websphere MQ - Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy, Experience senior Programming logic and Object Oriented Programming, WebSphere Commerce Suite, Java/J2EE specific development experience, JavaScript, Struts, EJB, JPA, JDBC, Servlets e Ajax - JSTL. Candidate must also have experience with writing SQL queries preferably for DB2. WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions), DOJO HTML5, Nice to Have: Responsive web design, CSS, DynaCache modeling and configuration. JQuery, DB2 Linux, Websphere MQ, Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy e Advanced.",0.821
9,the same,the same,the same,Desenvolvedor Web," Design, code and test software for mobile devices. Review and discuss software architecture solutions for backend and Front end web based systems. Review and discuss software requirements with external partners. Cooperate with team members to review software artifacts, define interfaces and discuss best approach to solve end-user needs., MS or BS in Computer Science or equivalent degree. Experience with software development. Knowledge of Web Applications architecture RESTful Web Services, HTML & JavaScript, Python, Java, Relational and nonrelational database, AngularJS, Java, Google Endpoints, Appengine Hibernate, CSS, Cloud Computing (AWS, Google Cloud, etc), Linux shell script, DevOps knowledge. Experience working in an Agile/Scrum development process, Knowledge of Git, Gerrit and Jenkins tools. Teamwork and good communication skills across multiple teams. Be able to work independently and respond to multiple and conflicting requests under tight deadlines in a dynamic working environment. Good communication skills in both written and spoken English.",0.8206
0,"Desenvolvedor Java,Analista de Planejamento e Controle (Visual Basic Developer),Analista de Suporte,Estagiário no Desenvolvimento de Aplicações Web (Java e PHP),Auxiliar de PCM - Planejamento e Controle de Manutenção","Pós-Graduação,Arquitetura de Software Distribuído,Bacharel em Sistemas de Informação,Computação","Java,MySQL,JavaScript,Microsoft Office,SQL,Linux,Microsoft SQL Server,VBA,Visual Basic,PHP,Software Development,Microsoft Excel,Microsoft Project,Desenvolvimento de software,UML,C#,C++,Mainframe Bradesco,ERP Sankhya,Python,Software ERP,AJAX,CSS,C (linguagem de programação),Hibernate,Google AdWords,Metodologias ágeis,Agile Methodologies,PrimeFaces,RapidMiner,Java Enterprise Edition,Servidor Apache,JSF,Desenvolvimento Android,NetBeans,Eclipse,LaTeX,Servidor de Aplicação JBoss,Amazon Web Services,Banco de dados Oracle,PostgreSQL,PL/SQL,MVC (Padrão model-view-controller),Apache Tomcat,Apache Ant,Tortoise SVN,GitHub,Oracle,Adobe Flex,HTML5",Desenvolvedor .NET," Atuar em novos projetos EAD e desenvolvimento na plataforma de integração MASS / ESB, com LMS, ERP, em Azure. Atuar com análise, desenvolvimento e manutenção de sistemas, metodologias ágeis, Asp.NET, Asp.NET CORE, C#, VB.NET, Visual Studio, SQL Server, Azure Web Jobs, Azure Service Bus e API Management Azure. Atuar com gerenciamento de eventos sob mensagens (Functions), Entity Framework, MVC, Javascript, jQuery, Angular JS, Web Services WCF/API, Restfull, SOAP, HTML, Css, Bootstrap, MySQL, Github, Bitbucket, SVN e Virtual Machines Azure / Tenant., Será um diferencial experiência em Cloud Azure, MASS, PHP e LMS Moodle.",0.8016
1,the same,the same,the same,Programador .NET C#," Atuar na construção de sites usando a plataforma .NET com C # e ASP NET, Html5, css3, Bootstrap, less, Javascript, jquery, Sql, c#, Mvc5, Windows service, wcf, Php, Sistemas de templates (mustache, handlebars, angularjs, reactjs, viewjs), Git, Sass, Xamarin, Android (java) e Ios (objectivec)., Experiência com interfaces digitais para desktop, mobile, em projetos de sites responsivos Seo (que tange ao html somente)., Bom trabalho em equipe, que goste de desafios e organizado, dinamismo e responsabilidade. Conhecimentos obrigatórios em Html5, css3, Bootstrap, less, Javascript, jquery, Sql, c#, Mvc5, Windows service e wcf. Visual studio 2015 e Noção em ui/ux. Conhecimentos desejáveis: Php, Sistemas de templates (mustache, handlebars, angularjs, reactjs, viewjs), Git, Sass, Xamarin, Android (java) e Ios (objectivec).",0.7964
2,the same,the same,the same,Desenvolvedor Java Pleno," Desenvolvimento de software, com testes automatizados (unitários e integração), integração de sistemas, principalmente troca de mensagens entre APIs REST. Linguagens de programação Java, Ruby, Node.Js, JavaScript, Ruby on Rails, Frameworks, como: Spring, Kraken, Angular, Sass, Stylus, Atomic Css, Bootstrap, automatizador de tarefas / dependências Front-end, como: Grunt, Gulp, com automação de testes utilizando Capybara, Httparty, Cucumber / Ruby, banco de dados relacionais incluindo modelagem e otimização de queries, com Oracle, SQL Server e MySQL., Sólidos conhecimentos em arquitetura de software (Orientação a objetos, programação funcional, concorrência), em organização de software (divisão dos componentes, organização de pacotes e padrões organizacionais como o MVC). Ensino Superior.",0.7863
3,the same,the same,the same,Desenvolvedor PHP Júnior," Desenvolvimento de novos módulos para portal B2B, Uso de HTML, CSS, JavaScript, Boosttrap Framework, jQuery, Frameworl, linguagem de programação PHP 5.4 ou superior. Linguagem de Banco de Dados SQL (MySQL e MSSSQL), software Design pattern MVC, sistema operacional Linux ou Mac OS., Conhecimento desejáveis em controle de Versão GIT, Node.JS, Angular JS, Scoket.IO, Package Control NPM, banco de Dados NoSQL (Redis), Framework PHP Symphony ou Laravel/45, Package Control Composer. Ter consumido ou desenvolvido APIs REST e SOAP. Uso intermediário / avançado de Linha de comando via SSH.",0.7851
