,exp,edu,hab,v_tit,v_desc,sim
1,the same,the same,the same,Software Engineer," Use open source technology, scrum, design sprints, squads and agile development Develop solutions to help consumers in the loan application process. Develop high quality code and to work in multi-disciplinary high- performance teams., Experience with back-end, Ruby skills, Unit, integration and acceptance testing, API design with JSON API spec, Object Oriented Design, Domain Driven Design (DDD), Refactoring Techniques, Messaging (Sidekiq, RabbitMQ), Git. Desirable experience with other programming languages, integrating with Ember or another SPA framework, infra provisioning (Ansible), Devops, Vanilla Javascript.",0.7395
2,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.7377
3,the same,the same,the same,Xamarin .NET / Mobile Developer," Act with simple animation, push notifications from the server, API connections and setup, and issue resolution. Work with current staff and assist in all deployment aspects. Work independently (including own access to software and hardware required) while communicating and collaborating with the team., Expertise in .Net C# development with Visual Studio, Xamarin, Android, iOS, Custom controls, Simple Animation, MVC, Entity Framework, SQL Server, Push Notifications, Restful APIs, Azure, Mobil App Services, API Management Services, Authentication using a custom data store / tokens, Setup and Publishing to the PlayStore and AppStore. Knowledge sharing and good communication skills are a must.",0.7361
4,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.7324
5,the same,the same,the same,Desenvolvedor Front-End - Mídia Digital," Develop high-impact rich média banner ads using the most popular ad servers and APIs. Create delightful and complex animations in code for multimedia projects. Develop interactive email templates. Develop functional and visually appealing responsive websites. Optimize experience for best performance and support for a wide range of browsers and platforms. Implement standardized technical architectures, under the direction of the Technical Architect. Integrate 3rd-party platforms and technologies as needed. Work directly with the Tech Lead, UX/UI designers and producers to ensure appropriate functionality and experience. Collaborate with other team members and stakeholders., Deep understanding of Javascript (ES5+), HTML5 and CSS3; Understanding of PHP; Deep understanding of OOP in Javascript and familiarity with MVC; Experience with CSS, Javascript (GSAP), and SVG animations Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery; Knowledgeable with Photoshop; Experience with Git, JIRA, and automated build and deploy with Sass, grunt and linting; Good understanding of SEO principles; BS degree in computer science or equivalent; Ability to speak and write in English fluently and idiomatically. Experience with Social média architectures and APIs (Facebook, Instagram, Twitter, Tumblr, etc); Experience with video editing and motion graphics software; Knowledge in UI Design; Experienced player in Heroes of the Storm.",0.7311
6,the same,the same,the same,Microsoft CRM Developer," Basic knowledge of the Microsoft .NET platform. Some experience in software development., Basic knowledge of the Microsoft .NET platform. Some experience in software development. Intermediate level in English conversation., Experience with Microsoft CRM Dynamics or other CRM platforms. Knowledge of database fundamentals and SQL Server.",0.7298
7,the same,the same,the same,Desenvolvedor Web," Design, code and test software for mobile devices. Review and discuss software architecture solutions for backend and Front end web based systems. Review and discuss software requirements with external partners. Cooperate with team members to review software artifacts, define interfaces and discuss best approach to solve end-user needs., MS or BS in Computer Science or equivalent degree. Experience with software development. Knowledge of Web Applications architecture RESTful Web Services, HTML & JavaScript, Python, Java, Relational and nonrelational database, AngularJS, Java, Google Endpoints, Appengine Hibernate, CSS, Cloud Computing (AWS, Google Cloud, etc), Linux shell script, DevOps knowledge. Experience working in an Agile/Scrum development process, Knowledge of Git, Gerrit and Jenkins tools. Teamwork and good communication skills across multiple teams. Be able to work independently and respond to multiple and conflicting requests under tight deadlines in a dynamic working environment. Good communication skills in both written and spoken English.",0.7264
8,the same,the same,the same,Analista Desenvolvedor," Knowledge of the application of PACS and RIS, Digital Radiology equipment Knowledge, CT, MRI, Nuclear Medicine, Ultrasound, etc. DICOM protocol Domain, Knowledge of computer networks - TCP-IP, Knowledge of PACS / RIS integration, Knowledge HL7, Knowledge Worklist, Knowledge in peripheral HDW w SFTW, Teaching workflow key-users and radiologists. Teaching RIS&PACS to key-users and radiologists. Manager project during implementation. Ensures greater agility in customer service, in solving technical problems. Perform self-training using e-learning tools through the portal of Carestream Health. Keep up to date with new releases and patches sent through the specific sites for this type of content., Training in Technician, Data Processing, Computer Engineering, Systems Analysis, Project Management or related fields. Knowledge Java, C#, Oracle, Firebird, SQL Server, Postgre. Workflow Knowledge Diagnostics Clinical Imaging and Hospitals. ",0.7238
9,the same,the same,the same,Developer Unix System Programming," As a Senior Developer, you are responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. You should have in-depth knowledge of at least one development technology, programming language., Experience. , Ensino Superior., Mandatory Skills Devops Chef Unix Developer Tools, Unix Application Debugging, Unix System Internals, C Programming, Unix Shell Scripting, Perl Programming. Desirable Skills in PL-SQL, Java-J2EE Language.",0.7219
0,"LA Security Services C&SI Leader,CSA - Chief Security Ambassador,Information Technology & Security,Partner,Partner,CSO,Senior Manager,Software Systems Representative (Analista de Software),Sw Services Representative,Past Chapter President and Founding Member","Post Graduate,Administration,Bachelor of Applied Science (BASc),Mathematics and Computer Science,A,College,Mathematics","Information Security,Business Continuity,Information Technology,Enterprise Risk Management,Security,IT Audit,COBIT,Information Security Management,IT Service Management,Risk Management,ITIL,Computer Security,Sarbanes-Oxley Act,Computer Forensics,Strategy,Network Security,Business Process,ISO 27001,IT Management,SAS70,Vulnerability Assessment,Security Architecture Design,Leadership,Data Analysis,Internal Audit,Internal Controls,IT Strategy,Business Continuity Planning,IT Risk Management,Auditing,Professional Services,CISA,Financial Risk,Security Audits,CISSP,PCI DSS,COSO,Risk Analysis,Privacy Law,Risk Assessment,IT Risk,Data Privacy,Vulnerability Management,SOX 404,Penetration Testing,Data Security,Identity Management,Compliance Management,Governance,Compliance",Sr. Software Configuration Engineer," Operation and Administration of SW Tools. Users / Permission management, Project configuration, support for configuration managemen. Environment Development. Automation scripts, Atlassian plugins development, Integrating different tools. Project Teams support. Assess and advise with best practices for enhancing software quality in terms of processes and supporting tools. Selecting, evaluating and performing impact analysis for adopting new/replacement/upgrade potential tools., Previous Experience with SW Development. Previous Experience with SW Tools Administration., Bachelor in Design, Arts, Psychology, Computer Science, or similar field., Issue tracker Tools (Jira or similar). Continuous Integration Tools (Jenkins or similar. Version control (Git, Subversion). Java EE , Groovy (or similar scripting language), HTML, Javascript, jQuery.",0.7806
1,the same,the same,the same,Consultor SAP FI," As a SAP Financial Analyst, you will provide support for Project System module & Investment Management module, and Finance Asset Accounting sub module (e.g. Fixed Assets). Provide support to include data interface /processes implemented in ExxonMobil SAP systems. He/she will also provide consultation and design services in response to requests for enhancements to the projects/fixed assets processes implemented in the respective systems. Since Intercompany is a highly customized area, technical skills is a must. Candidate will make part of a global team with functional supervisor in USA. Candidate will provide regular routine support to users located mostly in Americas and Europe. Participate on Projects related to Intercompany area., The ideal candidate will have: Strong knowledge in SAP including tables and structures for Project System module, Investment Management module, and Finance Asset Accounting (e.g. Fixed Assets) sub module. Strong knowledge of SAP master data and transactional data, including Project Systems objects- work break down structures, project networks, as well as integration with other modules like MM, FI/CO, SD. Accounting principles: intermediate. English language fluency ? verbal and written. SAP 4.6x: Intermediate. SAP Fi Acct Module: Intermediate. SAP PS Module: Expert. SAP R/3: Intermediate",0.78
2,the same,the same,the same,Sap Bpc Develope," Knowledge on ABAP, Script Logic, Administration (Dimensions, Models and Security), Transformation Files, Conversion Files, Packages. Master Data and Transactional Data, Flat file upload, BADI experience. Experience working with BW objects. Knowledgeable with the testing activities such as Define, create and execute Test Cases. Able to analyze Functional/Technical specifications, Problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Experience working with automation tools such as Tidal.",0.7785
3,the same,the same,the same,"SAP Specialist FI - GL, CO and JVA Modules"," Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Cost Accounting (CO). Specific experience in SAP ECC 6 FI process area: Cost Accounting (CO) and JVA modules. Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus., Experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level. Safety Oriented Mindset. Proficient in English (written & verbal). Team Oriented Personality & Positive Attitude. Effective End User Communication (written & verbal). Analytical skills. Customer Oriented. Problem Solver. Time Management. Goal Oriented. Team Player. Efficient. Responsible. Creative. Interface at Executive level. Interface with the business/client - High, Medium, Low. Experience working with large teams. Experience working independently. Experience working with a global team.",0.7772
4,the same,the same,the same,"SAP Specialist - Fixed Asset, Project To Asset, And JVA Modules"," Overall description Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Fixed Asset, Project to Asset Specific experience in SAP ECC 6 FI process area: Fixed Asset, Project to Asset, and JVA modules Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus Strong team work - share knowledge with others; training and support others as a more senior person. Senior level of profissional experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level Safety Oriented Mindset, Proficient in English (written & verbal), Team Oriented Personality & Positive Attitude Effective End User Communication (written & verbal), Analytical skills, Customer Oriented, Problem Solver, Time Management, Goal Oriented, Team Player, Efficient, Responsible, Creative, Interface at Executive level. Interface with the business/client- High, Medium, Low Experience working with large teams. Experience working independently. Experience working with a global team.",0.7771
5,the same,the same,the same,Analista de Sistemas Sênior," Participates as a member of development team. Completes development of units with designs prepared by more senior Developer. Participates in code reviews. Prepares and executes unit tests. Applies growing technical knowledge to maintain a technology area (e.g. Web-site Development). May perform unit design. Applies company and 3rd party technologies to software solutions of moderate complexity. Configures end-user or enterprise systems designed by more senior technologists. Performs work assigned by others. Provides time / resource estimates for assigned tasks., Typically a technical Bachelors degree or equivalent experience related experience or a Master\'s degree of experience. Knowledge and Skills: Experience writing code using languages such as (and not limited to) COBOL, PL/1, Java, C, C++, C#, VB.Net. Basic Understanding of RDBMS databases such SQL Server and Oracle. Basic understanding of modern software design and development methodologies (e.g., OO). Basic understanding of modern SCM (software configuration management). Basic understanding of testing tools and unit test scripting, and testing Methodologies. Experience using (or an understanding of the use of) an Integrated Development Environment (e.g., Eclipse, Visual Studio). Understanding of basic Database Administration. Understanding of quality and security standards. Good verbal and written communication skills.",0.7755
6,the same,the same,the same,Senior Software Engineer," Participate in the design, implementation and validation of the application software to support the company\'s device process for high-volume manufacturing environment. Work on the assigned software development tasks including coding, validation & deployment .Interface with functional teams to achieve the BE Process design and implementation .Work with the Brazil technical team in the integration of the new feature into the global program targeted .Observe, propose and participate in the Design of Process improvement activities .Adhere to formally developed Firmware/Software Development Procedures being practiced by all members., BS in related field or equivalent work experience, MS (nice to have) Strong Object Oriented Programming using C++ and .Net. Embedded Systems experience. Continuous integration Skills Team Player a must with experience on Agile environments. Proactive & resourceful. . Fluent English US VISA B1/B2 (nice to have)",0.7751
7,the same,the same,the same,Analista Desenvolvedor," Knowledge of the application of PACS and RIS, Digital Radiology equipment Knowledge, CT, MRI, Nuclear Medicine, Ultrasound, etc. DICOM protocol Domain, Knowledge of computer networks - TCP-IP, Knowledge of PACS / RIS integration, Knowledge HL7, Knowledge Worklist, Knowledge in peripheral HDW w SFTW, Teaching workflow key-users and radiologists. Teaching RIS&PACS to key-users and radiologists. Manager project during implementation. Ensures greater agility in customer service, in solving technical problems. Perform self-training using e-learning tools through the portal of Carestream Health. Keep up to date with new releases and patches sent through the specific sites for this type of content., Training in Technician, Data Processing, Computer Engineering, Systems Analysis, Project Management or related fields. Knowledge Java, C#, Oracle, Firebird, SQL Server, Postgre. Workflow Knowledge Diagnostics Clinical Imaging and Hospitals. ",0.7738
8,the same,the same,the same,Desenvolvedor Salesforce," Design & develop solutions that run on the Salesforce.com platform using Apex and Visualforce. Collaborative Agile development on a Scrum Team. Advocate for improvements in the architecture, performance, and reliability of our complex systems. Troubleshoot and resolve problems. Execute on quality related tasks like code reviews and automated unit tests, to ensure that each feature is delivered with the highest quality. Help other Developer to debug and review architectural designs and provide solutions to complex design issues. Monitor deployments and provide support for deployment related issues. Debugging and identifying Apex/Visual Force/Application Programming Interface (API) code causing the issue and reporting the same to quality analyst (QA). Development of high quality software within agreed timescales. Hands on design and development of custom solutions on the force.com platform including significant work in Apex, VisualForce and application integration patterns. Judges the trade offs with technology and feasibility and makes choices that fit the constraints of the Project. Direct involvement and/or oversight of developing business requirements, specifications, process flows, application design, application configuration and testing. Release an Environment Management including sandbox usage planning, metadata and data migration, environment comparisons and version control., Solid knowledge and methodologies quality models for the software industry. Systems Development methodologies (agile, not agile). knowledge. Scrum / UML / TDD / IC. Knowledge of POO. Knowledge Development Tools (by technology). Excellent scope and estimation skills. Approve load testing and performance. Management / Control of development environments. Knowledge on Salesforce.com. Version control SVN / GIT. Experience in Software Development. Experience developing on Force.com would be beneficial. Worked in customer projects and product. Experience in object-oriented programming and design patterns. Knowledge in Java.",0.7728
9,the same,the same,the same,Salesforce Developer," Design & develop solutions that run on the Salesforce.com platform using Apex and Visualforce. Collaborative Agile development on a Scrum Team. Advocate for improvements in the architecture, performance, and reliability of our complex systems. Troubleshoot and resolve problems. Execute on quality related tasks like code reviews and automated unit tests, to ensure that each feature is delivered with the highest quality. Help other Developer to debug and review architectural designs and provide solutions to complex design issues. Monitor deployments and provide support for deployment related issues. Debugging and identifying Apex/Visual Force/Application Programming Interface (API) code causing the issue and reporting the same to quality analyst (QA). Development of high quality software within agreed timescales. Hands on design and development of custom solutions on the force.com platform including significant work in Apex, VisualForce and application integration patterns. Judges the trade offs with technology and feasibility and makes choices that fit the constraints of the Project. Direct involvement and/or oversight of developing business requirements, specifications, process flows, application design, application configuration and testing. Release an Environment Management including sandbox usage planning, metadata and data migration, environment comparisons and version control., Solid knowledge and methodologies quality models for the software industry. Systems Development methodologies (agile, not agile). knowledge. Scrum / UML / TDD / IC. Knowledge of POO. Knowledge Development Tools (by technology). Excellent scope and estimation skills. Approve load testing and performance. Management / Control of development environments. Knowledge on Salesforce.com. Version control SVN / GIT. Experience in Software Development. Experience developing on Force.com would be beneficial. Worked in customer projects and product. Experience in object-oriented programming and design patterns. Knowledge in Java.",0.7699
0,"Full Stack and Mobile Developer,Mobile Developer,Full Stack and Mobile Developer,Founder and Organizer,Translator,Developer","System Analysis and Development,Computer Science","Android,PHP,JavaScript,Java,Xamarin,HTML5,Android Development,C#,SQL,JSON,Material Design,AngularJS,Git,Node.js,CSS,Ionic Framework,.NET Framework,WordPress,Software Development,Mobile Application Development,XML,Angular,TypeScript,JQuery,NativeScript,PhoneGap,HTML,ASP.NET MVC,SQLite,React.js",Desenvolvedor .Net BackEnd PL," Irá trabalhar com ASP.NET, MVC, Sql Server, C#., Conhecimentos:AWS (SQS, Lambda, DynamoDB, S3, EC2, Beanstalk),Git, Angular, JavaScript, HTML, CSS.",0.7268
1,the same,the same,the same,Desenvolvedor Java - Sênior," Java Irá atuar com Spring core, data, boot , AngularJS Web API (RESTful API oriented design) , DDD (Domain-Driven Design), Hibernate, MySQL, NoSQL, HTML5, JavaScript, Jquery, Git, Metodologia Ágeis.",0.7261
2,the same,the same,the same,Programador Java," Java, JavaScript, CSS3, Web Services, APIs RESTful e SOAP, Application Servers (tomcat, Jboss e/ou Websphere), Frameworks MVC (Struts, VRaptor ou Spring), SQL, Banco de Dados (SQL, Oracle e/ou My-SQL), Controle de versões no GIT (TFS, Jira e/ou GitHub), Análise de Requisitos, Metodologia Ágile Scrum, Testes unitários e automatizados (TDD)., Desejáveis: HTML5, PL/SQL, Certificação Java, UI/UX.",0.7101
3,the same,the same,the same,Desenvolvedor JAVA AWS Sênior," Atuar com GIT e Git Flow, jUnit e Mockito, Maven, DynamoDB e MySQL, JMS e MQTT, REST, VSTS , Docker, BDD / Cucumber, Spring e Spring Boot, Spring Core e Spring Data, Spring Integration. Redis, HornetQ, NodeJs, AWS, EC2, AWS SDK for Java, Compose, SQS, Topic SNS.",0.7098
4,the same,the same,the same,Desenvolvedor Java," Atuar com Java. Maven. Databases (SQL Server). Tomcat. Eclipse. Unit testing. Distributed version control., Java certification. Javascript (NodeJS, ReactJS, Redux, AngularJs, SQL - Server/MySQL). Swing.",0.7086
5,the same,the same,the same,Desenvolvedor Java," Atuar com Java. Maven. Databases (MySQL and MongoDB). Tomcat. Eclipse. Unit testing. Distributed version control. Devops culture. Cloud architecture. AWS experience. Docker; React as front-end; Spring boot. SQL Server, MySQL, Mongo.",0.7034
6,the same,the same,the same,WCS App Developer," WebSphere commerce suite (WCS) Developer will utilize the following skills: Hands-on experience with utilizing various sub systems of Websphere Commerce Server i.e Catalog, Order, Member etc; The developer will work both on back end and forward facing elements of sites so experience with JavaScript, DOJO, jQuery, CSS or other front end technologies. Required skills: - Senior Programming logic and Object Oriented Programming - WebSphere Commerce Suite Java/J2EE specific development experience - Javascript - Struts - EJB, JPA, JDBC - Servlets e Ajax - JSTL - Candidate must also have experience with writing SQL queries preferably for DB2. - WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions) - DOJO - HTML5 Nice to have skills: - Advanced English - Responsive web design - CSS - DynaCache modeling and configuration. - JQuery - DB2 - Linux - Websphere MQ - Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy, Experience senior Programming logic and Object Oriented Programming, WebSphere Commerce Suite, Java/J2EE specific development experience, JavaScript, Struts, EJB, JPA, JDBC, Servlets e Ajax - JSTL. Candidate must also have experience with writing SQL queries preferably for DB2. WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions), DOJO HTML5, Nice to Have: Responsive web design, CSS, DynaCache modeling and configuration. JQuery, DB2 Linux, Websphere MQ, Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy e Advanced.",0.7013
7,the same,the same,the same,Fullstack Developer," Atuar com GitLab, Jira, OpenShift, Docker, Ansible, além das linguagens e frameworks Python com Django e Flask, Java, C#, AngularJS, Ionic e outros., Conhecimentos em AngularJS, Typescript, HTML5, CSS3, Python 3.5+ | C# | Java | Node.js. Diferenciais: Django, DjangoREST, Rest API, Flask, Microservices, .Net Core, ASP Net MVC, Redis, RabbitMQ, MongoDB, Docker.",0.6993
8,the same,the same,the same,Programador," Atuar com Python, Linux, SQL (MySQL / Postgree), Angular, GIT, Bootstrap, REST, Java, Cordova, Android SDK e Swift / Objective-C., Domínio em Angular 2, Typescript, Flask, Marshmallow, JWT, Google Maps API, Ansible, Grunt, Bootstrap 4, Twisted, Leaflet, WebSocket e Multi- thread.",0.6984
9,the same,the same,the same,Desenvolvedor Full Stack," Back-end: Java 8, JEE, JAX-RS, JAX-WS, JPA, EJB, Hibernate, JMS, Logback, Jasper Reports, Maven, Ant, Spring-boot, Spring (MVC,IOC,Transaction,AOP), Git. ,Junit, Mockito, JBoss EAP 6 ( Wildfly), Jenkins , Linux, Jira, PL/SQL Oracle., Ensino Superior em Ciências da Computação ou cursos correlatos., Conhecimento em Front-end: Angular 1.4 , CSS 3, SASS ,HTML 5, JS, Jquery, SPAs, Node.js, Gulp, Grunt, NPM.",0.6979
0,"Partner Program Lead - Latin America,Sr Business Analyst, Channel Sales Operations - LATAM,Financial Planning Analyst - LATAM,Financial Planning Business Analyst - LATAM,Sales Operations Coordinator - LATAM,Assistant to the Area General Manager - Latin America","Post Graduation,Administration,Bachelor's degree,Science in Hotel Administration","Enterprise Software,Cloud Computing,Business Process Improvement,Salesforce.com,Forecasting,Strategy,Solution Selling,SaaS,Business Planning,Business Intelligence,Business Process,Sales Operations,Management,IT Service Management,Project Management,Project Planning,SAP,Analysis,Pre-sales,Software as a Service (SaaS)",Sr. Software Configuration Engineer," Operation and Administration of SW Tools. Users / Permission management, Project configuration, support for configuration managemen. Environment Development. Automation scripts, Atlassian plugins development, Integrating different tools. Project Teams support. Assess and advise with best practices for enhancing software quality in terms of processes and supporting tools. Selecting, evaluating and performing impact analysis for adopting new/replacement/upgrade potential tools., Previous Experience with SW Development. Previous Experience with SW Tools Administration., Bachelor in Design, Arts, Psychology, Computer Science, or similar field., Issue tracker Tools (Jira or similar). Continuous Integration Tools (Jenkins or similar. Version control (Git, Subversion). Java EE , Groovy (or similar scripting language), HTML, Javascript, jQuery.",0.7948
1,the same,the same,the same,Consultor SAP FI," As a SAP Financial Analyst, you will provide support for Project System module & Investment Management module, and Finance Asset Accounting sub module (e.g. Fixed Assets). Provide support to include data interface /processes implemented in ExxonMobil SAP systems. He/she will also provide consultation and design services in response to requests for enhancements to the projects/fixed assets processes implemented in the respective systems. Since Intercompany is a highly customized area, technical skills is a must. Candidate will make part of a global team with functional supervisor in USA. Candidate will provide regular routine support to users located mostly in Americas and Europe. Participate on Projects related to Intercompany area., The ideal candidate will have: Strong knowledge in SAP including tables and structures for Project System module, Investment Management module, and Finance Asset Accounting (e.g. Fixed Assets) sub module. Strong knowledge of SAP master data and transactional data, including Project Systems objects- work break down structures, project networks, as well as integration with other modules like MM, FI/CO, SD. Accounting principles: intermediate. English language fluency ? verbal and written. SAP 4.6x: Intermediate. SAP Fi Acct Module: Intermediate. SAP PS Module: Expert. SAP R/3: Intermediate",0.7945
2,the same,the same,the same,Sap Bpc Develope," Knowledge on ABAP, Script Logic, Administration (Dimensions, Models and Security), Transformation Files, Conversion Files, Packages. Master Data and Transactional Data, Flat file upload, BADI experience. Experience working with BW objects. Knowledgeable with the testing activities such as Define, create and execute Test Cases. Able to analyze Functional/Technical specifications, Problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Experience working with automation tools such as Tidal.",0.7898
3,the same,the same,the same,Sap Trainer," Train customers to improve their knowledge on the suite of products Teach formal and informal classes to varying audiences and skill levels on the business process and technical steps needed to implement and utilize the software at a facility, virtually, or at the customer\\\'s location Develop and organize training materials, visual aids, and other educational materials for all products Ability and flexibility to adapt the training materials to sessions of varying lengths and audience sizes who possess varying skill sets Work closely with product management to update training materials and create delta classes as new releases of the software are rolled out Help develop and organize training materials, visual aids, and other educational materials for all products Analyze training needs and develop strategies to improve courses and documentation Proactively manage, report, and troubleshoot issues that occur while training Handle related duties as assigned Travel required (30-50%)., Experience., Knowledge of SAP software products required; Sales and Distribution (SD) experience preferred Experience with the typical business processes of a manufacturing and/or distribution environment preferred Must be able to train both technical and non- technical audiences Independent thinking with highly developed problem solving skills Ability to adapt to changing schedules and multiple work plans Excellent verbal, written and interpersonal skills Ability to learn new software and processes quickly Experience with delivery virtual training Excellent facilitation, organization, and time management skills",0.788
4,the same,the same,the same,SAP Deliver (SD)," As a SAP Application functional specialist in SD with deep knowledge on business processes must deliver projects and enhancements in Deliver area.  Analyze business issues and requirements, balancing the often competing needs for innovation and standardization/process harmonization, to develop/propose solutions.  Evaluate concurrent demands conflicts and drive best-in-class solutions for Business.  Execute end-to-end analysis to guarantee technical impact analysis to attend business requirements.  Responsible for implement solution, performing configuration, development specifications. Perform all governance documentation Perform testing, and supprot users during UAT cycles. Create accurate estimations for enhancements and projects in the Deliver area.  Must be able to determine change in priorities and adapt accordingly. Provide support off-hours as needed  Peform Peer Review for team deliverables and provide guidance for the team, B.A. /B.S. degree in Information Technology, Computer Science, or other related field; an advanced degree is desirable.  Of IT experience in a corporate environment or consulting supporting SAP SD projects is required.  Excellent knowledge of the SAP SD, SAP certification is desirable Some skills in ABAP programming, mainly for debugging is desirable.  SAP Solution Manager is desirable.  Highly experienced in environments with global IT governance Agile project delivery experience is desired.  Strong communication skills and advanced knowledge of English Additional competencies: Analytical skills and problem-solving skills.  Team player, result driven. ",0.7869
5,the same,the same,the same,"SAP Specialist FI - GL, CO and JVA Modules"," Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Cost Accounting (CO). Specific experience in SAP ECC 6 FI process area: Cost Accounting (CO) and JVA modules. Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus., Experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level. Safety Oriented Mindset. Proficient in English (written & verbal). Team Oriented Personality & Positive Attitude. Effective End User Communication (written & verbal). Analytical skills. Customer Oriented. Problem Solver. Time Management. Goal Oriented. Team Player. Efficient. Responsible. Creative. Interface at Executive level. Interface with the business/client - High, Medium, Low. Experience working with large teams. Experience working independently. Experience working with a global team.",0.7865
